Date,Time,Analysis,Identifier 1,Identifier 2,Peak Nr,Is Ref _,Rt,Width,Area All,d 29N2/28N2,d 15N/14N
06/24/20,02:46:57,25834,SL_86989,"Feddern, AC-PV, 02-20-2018; 100 ul",22,0,2697.6,22.6,1.411,18.118,18.118
06/24/20,02:46:57,25834,SL_86989,"Feddern, AC-PV, 02-20-2018; 100 ul",23,0,2843.2,17.8,0.365,33.942,33.942
06/24/20,02:46:57,25834,SL_86989,"Feddern, AC-PV, 02-20-2018; 100 ul",24,0,3132.5,26.8,36.487,0.173,0.173
06/24/20,02:46:57,25834,SL_86989,"Feddern, AC-PV, 02-20-2018; 100 ul",25,1,3177.2,23.8,30.739,0,0
06/24/20,02:46:57,25834,SL_86989,"Feddern, AC-PV, 02-20-2018; 100 ul",26,0,3222.2,26.8,36.566,0.004,0.004
06/24/20,03:43:15,25835,SL_86989,"Feddern, AC-PV, 02-20-2018; 100 ul",1,0,47.4,26.8,36.642,0.119,0.119
06/24/20,03:43:15,25835,SL_86989,"Feddern, AC-PV, 02-20-2018; 100 ul",2,1,92.2,26.8,36.662,0,0
06/24/20,03:43:15,25835,SL_86989,"Feddern, AC-PV, 02-20-2018; 100 ul",3,0,137.1,26.8,36.512,0.179,0.179
06/24/20,03:43:15,25835,SL_86989,"Feddern, AC-PV, 02-20-2018; 100 ul",4,0,561.8,15,0.387,-12.628,-12.628
06/24/20,03:43:15,25835,SL_86989,"Feddern, AC-PV, 02-20-2018; 100 ul",5,0,1545.3,41.8,19.997,25.506,25.506
06/24/20,03:43:15,25835,SL_86989,"Feddern, AC-PV, 02-20-2018; 100 ul",6,0,1623.9,57.9,52.649,11.601,11.601
06/24/20,03:43:15,25835,SL_86989,"Feddern, AC-PV, 02-20-2018; 100 ul",7,0,1665.7,38.9,2.151,24.902,24.902
06/24/20,03:43:15,25835,SL_86989,"Feddern, AC-PV, 02-20-2018; 100 ul",8,0,1748.3,24.9,3.498,25.485,25.485
06/24/20,03:43:15,25835,SL_86989,"Feddern, AC-PV, 02-20-2018; 100 ul",9,0,1758.3,12.5,0.392,46.364,46.364
06/24/20,03:43:15,25835,SL_86989,"Feddern, AC-PV, 02-20-2018; 100 ul",10,0,1778.6,35.7,0.588,17.387,17.387
06/24/20,03:43:15,25835,SL_86989,"Feddern, AC-PV, 02-20-2018; 100 ul",11,0,1837.7,57.3,5.415,14.635,14.635
06/24/20,03:43:15,25835,SL_86989,"Feddern, AC-PV, 02-20-2018; 100 ul",12,0,2154,56,14.503,27.696,27.696
06/24/20,03:43:15,25835,SL_86989,"Feddern, AC-PV, 02-20-2018; 100 ul",13,0,2181.1,18,0.8,7.195,7.195
06/24/20,03:43:15,25835,SL_86989,"Feddern, AC-PV, 02-20-2018; 100 ul",14,0,2212.3,27.8,5.25,24.679,24.679
06/24/20,03:43:15,25835,SL_86989,"Feddern, AC-PV, 02-20-2018; 100 ul",15,0,2228.6,42,1.673,14.529,14.529
06/24/20,03:43:15,25835,SL_86989,"Feddern, AC-PV, 02-20-2018; 100 ul",16,0,2360,54.5,8.673,29.429,29.429
06/24/20,03:43:15,25835,SL_86989,"Feddern, AC-PV, 02-20-2018; 100 ul",17,0,2441.1,22.4,2.066,16.219,16.219
06/24/20,03:43:15,25835,SL_86989,"Feddern, AC-PV, 02-20-2018; 100 ul",18,0,2448.4,14.6,0.312,31.566,31.566
06/24/20,03:43:15,25835,SL_86989,"Feddern, AC-PV, 02-20-2018; 100 ul",19,0,2512.4,16.5,4.915,23.041,23.041
06/24/20,03:43:15,25835,SL_86989,"Feddern, AC-PV, 02-20-2018; 100 ul",20,0,2518.7,18.6,1.13,18.804,18.804
06/24/20,03:43:15,25835,SL_86989,"Feddern, AC-PV, 02-20-2018; 100 ul",21,0,2541.4,16.9,0.862,27.868,27.868
06/24/20,03:43:15,25835,SL_86989,"Feddern, AC-PV, 02-20-2018; 100 ul",22,0,2654.1,15.9,0.333,5.004,5.004
06/24/20,03:43:15,25835,SL_86989,"Feddern, AC-PV, 02-20-2018; 100 ul",23,0,2698,22.2,1.388,17.238,17.238
06/24/20,03:43:15,25835,SL_86989,"Feddern, AC-PV, 02-20-2018; 100 ul",24,0,2843.4,17.6,0.356,33.901,33.901
06/24/20,03:43:15,25835,SL_86989,"Feddern, AC-PV, 02-20-2018; 100 ul",25,0,3132.5,26.8,36.772,0.131,0.131
06/24/20,03:43:15,25835,SL_86989,"Feddern, AC-PV, 02-20-2018; 100 ul",26,1,3177.2,23.8,30.89,0,0
06/24/20,03:43:15,25835,SL_86989,"Feddern, AC-PV, 02-20-2018; 100 ul",27,0,3222.2,26.8,36.77,-0.032,-0.032
06/24/20,04:39:32,25836,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",1,0,47.7,26.8,36.706,0.095,0.095
06/24/20,04:39:32,25836,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",2,1,92.4,27,36.662,0,0
06/24/20,04:39:32,25836,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",3,0,137.1,26.8,36.558,0.08,0.08
06/24/20,04:39:32,25836,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",4,0,561.8,15.3,0.38,-11.14,-11.14
06/24/20,04:39:32,25836,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",5,0,1547.2,47.9,18.285,24.234,24.234
06/24/20,04:39:32,25836,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",6,0,1574,21.9,0.72,29.659,29.659
06/24/20,04:39:32,25836,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",7,0,1618.5,49.1,34.748,10.071,10.071
06/24/20,04:39:32,25836,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",8,0,1665.9,56.8,6.485,26.484,26.484
06/24/20,04:39:32,25836,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",9,0,1750.4,38.5,6.901,27.029,27.029
06/24/20,04:39:32,25836,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",10,0,1779.6,38.2,2.319,28.981,28.981
06/24/20,04:39:32,25836,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",11,0,1837.1,53.3,4.758,13.239,13.239
06/24/20,04:39:32,25836,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",12,0,2004.1,56.2,9.761,21.773,21.773
06/24/20,04:39:32,25836,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",13,0,2150.4,39.5,6.231,28.769,28.769
06/24/20,04:39:32,25836,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",14,0,2182.2,20.3,0.72,-33.821,-33.821
06/24/20,04:39:32,25836,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",15,0,2215.2,29.5,8.325,25.026,25.026
06/24/20,04:39:32,25836,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",16,0,2231.9,48.5,4.012,12.684,12.684
06/24/20,04:39:32,25836,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",17,0,2362.1,43.9,11.36,28.221,28.221
06/24/20,04:39:32,25836,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",18,0,2374.7,21.1,0.88,33.921,33.921
06/24/20,04:39:32,25836,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",19,0,2442.6,21.9,3.201,11.441,11.441
06/24/20,04:39:32,25836,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",20,0,2451.2,16.5,2.323,21.345,21.345
06/24/20,04:39:32,25836,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",21,0,2511.3,15.3,3.008,28.749,28.749
06/24/20,04:39:32,25836,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",22,0,2519.5,19.9,1.219,25.72,25.72
06/24/20,04:39:32,25836,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",23,0,2540.8,17.1,0.405,27.989,27.989
06/24/20,04:39:32,25836,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",24,0,2697.8,22.8,0.566,18.095,18.095
06/24/20,04:39:32,25836,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",25,0,3132.7,26.8,36.583,0.04,0.04
06/24/20,04:39:32,25836,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",26,1,3177.4,23.8,30.951,0,0
06/24/20,04:39:32,25836,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",27,0,3222.2,27,36.825,-0.104,-0.104
06/24/20,05:35:48,25837,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",1,0,47.4,26.8,36.52,-0.02,-0.02
06/24/20,05:35:48,25837,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",2,1,92.2,26.8,36.688,0,0
06/24/20,05:35:48,25837,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",3,0,137.1,26.8,36.706,0.045,0.045
06/24/20,05:35:48,25837,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",4,0,561.6,14.8,0.388,-10.68,-10.68
06/24/20,05:35:48,25837,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",5,0,1547.4,47.9,17.581,24.086,24.086
06/24/20,05:35:48,25837,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",6,0,1618.3,49.3,33.755,9.927,9.927
06/24/20,05:35:48,25837,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",7,0,1666.1,56.2,6.37,26.875,26.875
06/24/20,05:35:48,25837,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",8,0,1750.6,38.7,6.738,26.627,26.627
06/24/20,05:35:48,25837,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",9,0,1780.1,37.8,2.243,28.903,28.903
06/24/20,05:35:48,25837,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",10,0,1837.3,54.1,4.657,12.87,12.87
06/24/20,05:35:48,25837,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",11,0,2003.9,56.2,9.627,21.747,21.747
06/24/20,05:35:48,25837,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",12,0,2150.4,39.1,6.084,28.566,28.566
06/24/20,05:35:48,25837,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",13,0,2182.6,19.6,0.761,-40.599,-40.599
06/24/20,05:35:48,25837,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",14,0,2215.4,29.7,8.231,22.006,22.006
06/24/20,05:35:48,25837,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",15,0,2232.1,42.6,4.006,10.766,10.766
06/24/20,05:35:48,25837,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",16,0,2362.3,43.9,11.143,27.826,27.826
06/24/20,05:35:48,25837,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",17,0,2375.1,21.3,0.886,31.452,31.452
06/24/20,05:35:48,25837,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",18,0,2443,21.9,3.131,10.778,10.778
06/24/20,05:35:48,25837,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",19,0,2451.6,16.7,2.291,22.065,22.065
06/24/20,05:35:48,25837,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",20,0,2511.8,15.5,2.943,25.196,25.196
06/24/20,05:35:48,25837,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",21,0,2519.9,19.6,1.178,25.059,25.059
06/24/20,05:35:48,25837,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",22,0,2698.4,22.4,0.531,18.609,18.609
06/24/20,05:35:48,25837,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",23,0,3132.5,26.8,36.363,-0.053,-0.053
06/24/20,05:35:48,25837,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",24,1,3177.2,23.8,30.812,0,0
06/24/20,05:35:48,25837,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",25,0,3222.2,27,37.021,-0.033,-0.033
06/24/20,06:32:04,25838,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",1,0,47.4,26.1,35.543,0.066,0.066
06/24/20,06:32:04,25838,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",2,1,92.2,26.8,36.603,0,0
06/24/20,06:32:04,25838,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",3,0,137.1,26.8,36.768,-0.068,-0.068
06/24/20,06:32:04,25838,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",4,0,561.6,14.6,0.385,-8.785,-8.785
06/24/20,06:32:04,25838,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",5,0,1547.9,47.9,17.574,24.145,24.145
06/24/20,06:32:04,25838,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",6,0,1574.8,21.7,0.727,30.417,30.417
06/24/20,06:32:04,25838,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",7,0,1618.7,51,34.779,10.614,10.614
06/24/20,06:32:04,25838,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",8,0,1666.4,45.8,4.625,28.718,28.718
06/24/20,06:32:04,25838,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",9,0,1751,38.7,6.777,27.062,27.062
06/24/20,06:32:04,25838,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",10,0,1780.5,38.5,2.244,29.922,29.922
06/24/20,06:32:04,25838,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",11,0,1837.9,53.9,4.693,12.718,12.718
06/24/20,06:32:04,25838,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",12,0,2004.7,55.6,9.727,22.331,22.331
06/24/20,06:32:04,25838,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",13,0,2151,39.1,6.156,28.641,28.641
06/24/20,06:32:04,25838,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",14,0,2183,19.9,0.768,-39.657,-39.657
06/24/20,06:32:04,25838,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",15,0,2216,29.7,8.296,22.612,22.612
06/24/20,06:32:04,25838,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",16,0,2232.7,51.6,4.08,9.331,9.331
06/24/20,06:32:04,25838,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",17,0,2362.7,44.5,11.259,28.795,28.795
06/24/20,06:32:04,25838,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",18,0,2375.5,21.3,0.934,33.985,33.985
06/24/20,06:32:04,25838,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",19,0,2443.4,21.9,3.155,10.49,10.49
06/24/20,06:32:04,25838,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",20,0,2452,16.7,2.335,21.963,21.963
06/24/20,06:32:04,25838,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",21,0,2512.2,15.5,2.969,27.508,27.508
06/24/20,06:32:04,25838,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",22,0,2520.3,19.6,1.223,25.195,25.195
06/24/20,06:32:04,25838,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",23,0,2698.6,22.2,0.543,15.645,15.645
06/24/20,06:32:04,25838,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",24,0,3132.5,26.5,36.378,0.237,0.237
06/24/20,06:32:04,25838,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",25,1,3177.2,23.8,30.886,0,0
06/24/20,06:32:04,25838,SL_102605,"Feddern, AC-PV, 02-20-2018; 100 ul",26,0,3221.9,26.8,36.731,0.073,0.073
06/24/20,07:28:21,25839,12AA,"Feddern, AC-PV, 02-20-2018; 100 ul",1,0,47.7,26.8,36.598,0.141,0.141
06/24/20,07:28:21,25839,12AA,"Feddern, AC-PV, 02-20-2018; 100 ul",2,1,92.2,26.8,36.422,0,0
06/24/20,07:28:21,25839,12AA,"Feddern, AC-PV, 02-20-2018; 100 ul",3,0,137.1,26.8,36.55,0.236,0.236
06/24/20,07:28:21,25839,12AA,"Feddern, AC-PV, 02-20-2018; 100 ul",4,0,561.4,15.3,0.414,-8.257,-8.257
06/24/20,07:28:21,25839,12AA,"Feddern, AC-PV, 02-20-2018; 100 ul",5,0,1550.2,40.3,29.204,-0.923,-0.923
06/24/20,07:28:21,25839,12AA,"Feddern, AC-PV, 02-20-2018; 100 ul",6,0,1576.1,37.2,1.657,9.873,9.873
06/24/20,07:28:21,25839,12AA,"Feddern, AC-PV, 02-20-2018; 100 ul",7,0,1672.2,75.9,23.304,1.106,1.106
06/24/20,07:28:21,25839,12AA,"Feddern, AC-PV, 02-20-2018; 100 ul",8,0,1764,43.1,24.591,1.326,1.326
06/24/20,07:28:21,25839,12AA,"Feddern, AC-PV, 02-20-2018; 100 ul",9,0,1792.8,44.9,20.732,-0.361,-0.361
06/24/20,07:28:21,25839,12AA,"Feddern, AC-PV, 02-20-2018; 100 ul",10,0,1847.1,50.2,16.245,14.016,14.016
06/24/20,07:28:21,25839,12AA,"Feddern, AC-PV, 02-20-2018; 100 ul",11,0,1998.5,42,3.02,-10.763,-10.763
06/24/20,07:28:21,25839,12AA,"Feddern, AC-PV, 02-20-2018; 100 ul",12,0,2040.5,31.4,0.657,-2.523,-2.523
06/24/20,07:28:21,25839,12AA,"Feddern, AC-PV, 02-20-2018; 100 ul",13,0,2156.7,52.7,16.103,-4.744,-4.744
06/24/20,07:28:21,25839,12AA,"Feddern, AC-PV, 02-20-2018; 100 ul",14,0,2194.7,30.9,14.565,-2.016,-2.016
06/24/20,07:28:21,25839,12AA,"Feddern, AC-PV, 02-20-2018; 100 ul",15,0,2224.6,27.4,21.053,-8.66,-8.66
06/24/20,07:28:21,25839,12AA,"Feddern, AC-PV, 02-20-2018; 100 ul",16,0,2243.8,60.6,18.488,1.538,1.538
06/24/20,07:28:21,25839,12AA,"Feddern, AC-PV, 02-20-2018; 100 ul",17,0,2366.1,59.8,17.195,-2.7,-2.7
06/24/20,07:28:21,25839,12AA,"Feddern, AC-PV, 02-20-2018; 100 ul",18,0,2451.6,68.8,20.635,3.432,3.432
06/24/20,07:28:21,25839,12AA,"Feddern, AC-PV, 02-20-2018; 100 ul",19,0,2724.3,17.6,0.887,1.784,1.784
06/24/20,07:28:21,25839,12AA,"Feddern, AC-PV, 02-20-2018; 100 ul",20,0,2787.9,26.3,10.705,3.878,3.878
06/24/20,07:28:21,25839,12AA,"Feddern, AC-PV, 02-20-2018; 100 ul",21,0,2801.6,27.4,0.796,2.756,2.756
06/24/20,07:28:21,25839,12AA,"Feddern, AC-PV, 02-20-2018; 100 ul",22,0,2868.5,14,0.641,-15.768,-15.768
06/24/20,07:28:21,25839,12AA,"Feddern, AC-PV, 02-20-2018; 100 ul",23,0,3132.5,26.5,36.337,0.133,0.133
06/24/20,07:28:21,25839,12AA,"Feddern, AC-PV, 02-20-2018; 100 ul",24,1,3177.4,23.8,30.818,0,0
06/24/20,07:28:21,25839,12AA,"Feddern, AC-PV, 02-20-2018; 100 ul",25,0,3222.2,26.8,36.744,0.014,0.014
06/24/20,08:24:37,25840,SL_92554,"Feddern, AC-PV, 02-20-2018; 100 ul",1,0,47.4,25.9,34.697,0.08,0.08
06/24/20,08:24:37,25840,SL_92554,"Feddern, AC-PV, 02-20-2018; 100 ul",2,1,92.2,26.5,36.511,0,0
06/24/20,08:24:37,25840,SL_92554,"Feddern, AC-PV, 02-20-2018; 100 ul",3,0,137.1,27,37.089,-0.002,-0.002
06/24/20,08:24:37,25840,SL_92554,"Feddern, AC-PV, 02-20-2018; 100 ul",4,0,561.4,16.9,0.413,-9.571,-9.571
06/24/20,08:24:37,25840,SL_92554,"Feddern, AC-PV, 02-20-2018; 100 ul",5,0,1555.6,56.2,41.277,22.575,22.575
06/24/20,08:24:37,25840,SL_92554,"Feddern, AC-PV, 02-20-2018; 100 ul",6,0,1576.7,19.2,1.504,28.171,28.171
06/24/20,08:24:37,25840,SL_92554,"Feddern, AC-PV, 02-20-2018; 100 ul",7,0,1634.4,66.7,103.232,12.017,12.017
06/24/20,08:24:37,25840,SL_92554,"Feddern, AC-PV, 02-20-2018; 100 ul",8,0,1672.2,71.5,12.621,23.582,23.582
06/24/20,08:24:37,25840,SL_92554,"Feddern, AC-PV, 02-20-2018; 100 ul",9,0,1756.2,40.5,9.77,25.263,25.263
06/24/20,08:24:37,25840,SL_92554,"Feddern, AC-PV, 02-20-2018; 100 ul",10,0,1784,36.8,2.889,26.829,26.829
06/24/20,08:24:37,25840,SL_92554,"Feddern, AC-PV, 02-20-2018; 100 ul",11,0,1840.5,53.1,4.97,12.459,12.459
06/24/20,08:24:37,25840,SL_92554,"Feddern, AC-PV, 02-20-2018; 100 ul",12,0,1923.2,59.6,0.861,16.187,16.187
06/24/20,08:24:37,25840,SL_92554,"Feddern, AC-PV, 02-20-2018; 100 ul",13,0,2012.9,54.1,17.546,23.594,23.594
06/24/20,08:24:37,25840,SL_92554,"Feddern, AC-PV, 02-20-2018; 100 ul",14,0,2041.3,27.6,1.389,23.019,23.019
