Sample.ID,Sex,Age,Year,month,locality,Lat,Long,Length,Type,Lifestage,State,Species,Region,Place Holder
UA_111186,F,5.08 months,2005,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111190,M,5.08 months,2005,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111195,M,5.11 months,2005,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111197,F,5.15 months,2005,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111200,F,9.9 months,2006,4,The Needle,60.11192,-147.601654,,,,,Sea Lion,,
UA_111201,M,10 months,2006,4,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111203,M,5.18 months,2005,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111204,M,5.18 months,2005,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111207,M,5.18 months,2005,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111210,F,9.7 months,2006,4,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111211,F,5.23 months,2005,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111212,F,5.23 months,2005,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111215,M,4.92 months,2007,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111216,M,4.92 months,2007,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111219,M,9.83 months,2008,4,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111221,F,5.01 months,2007,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111222,M,5.01 months,2007,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111223,F,5.01 months,2007,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111225,F,5.01 months,2007,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111228,F,5.08 months,2007,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111230,F,5.08 months,2007,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111231,M,5.08 months,2007,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111232,M,10.17 months,2008,4,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111233,F,9.83 months,2008,4,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111234,F,5.08 months,2007,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111235,F,9.9 months,2008,4,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111237,U,9.77 months,2008,4,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111238,U,5.11 months,2007,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111239,F,5.11 months,2007,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111243,M,5.11 months,2007,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111244,M,5.11 months,2007,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111248,M,5.15 months,2007,11,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111251,M,9.83 months,2008,4,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111252,F,5.18 months,2007,11,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111257,M,5.21 months,2007,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111258,M,9.93 months,2008,4,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111259,M,5.21 months,2007,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111260,F,5.21 months,2007,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111261,F,5.21 months,2007,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111266,M,17 months,2009,11,Specific locality unknown,58.643392,-136.044755,,,,,Sea Lion,,
UA_111269,F,5 months,2009,11,Specific locality unknown,58.643392,-136.044755,,,,,Sea Lion,,
UA_111270,M,5 months,2009,11,Specific locality unknown,58.643392,-136.044755,,,,,Sea Lion,,
UA_111274,F,5 months,2009,11,Specific locality unknown,58.643392,-136.044755,,,,,Sea Lion,,
UA_111276,F,5 months,2009,11,Specific locality unknown,58.643392,-136.044755,,,,,Sea Lion,,
UA_111277,F,5 months,2009,11,Specific locality unknown,58.643392,-136.044755,,,,,Sea Lion,,
UA_111278,F,5 months,2009,11,Specific locality unknown,58.643392,-136.044755,,,,,Sea Lion,,
UA_111281,F,5 months,2009,11,Specific locality unknown,58.643392,-136.044755,,,,,Sea Lion,,
UA_111284,F,5 months,2009,11,Specific locality unknown,58.643392,-136.044755,,,,,Sea Lion,,
UA_111285,F,5 months,2009,11,Specific locality unknown,58.643392,-136.044755,,,,,Sea Lion,,
UA_111286,M,17 months,2009,11,Specific locality unknown,58.643392,-136.044755,,,,,Sea Lion,,
UA_111287,F,5 months,2009,11,Specific locality unknown,58.643392,-136.044755,,,,,Sea Lion,,
UA_111288,M,5 months,2009,11,Specific locality unknown,58.643392,-136.044755,,,,,Sea Lion,,
UA_111290,F,5 months,2009,11,Specific locality unknown,58.643392,-136.044755,,,,,Sea Lion,,
UA_111291,F,17 months,2009,11,Specific locality unknown,58.643392,-136.044755,,,,,Sea Lion,,
UA_111295,F,2.23 months,2004,8,Shore 11 South,54.801791,-133.523154,,,,,Sea Lion,,
UA_111300,F,5.05 months,2005,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111302,M,5.08 months,2005,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111303,F,9.6 months,2006,3,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111307,F,10.13 months,2008,4,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111311,M,8.53 months,2004,2,Specific locality unknown,58.562202,-134.910806,,,,,Sea Lion,,
UA_111312,F,17.31 months,2002,11,West Brothers Island,57.296409,-133.839979,,,,,Sea Lion,,
UA_111313,F,8.53 months,2004,2,Specific locality unknown,58.562202,-134.910806,,,,,Sea Lion,,
UA_111314,M,14.37 months,2004,8,Southwest Brothers Island,57.295176,-133.855464,,,,,Sea Lion,,
UA_111315,M,14.57 months,2004,8,Sail Island,57.348114,-133.720939,,,,,Sea Lion,,
UA_111318,M,8.5 months,2004,2,Specific locality unknown,58.562202,-134.910806,,,,,Sea Lion,,
UA_111319,M,17.28 months,2002,11,Southwest Brothers Island,57.295176,-133.855464,,,,,Sea Lion,,
UA_111320,M,12.28 months,2002,6,Southwest Brothers Island,57.295176,-133.855464,,,,,Sea Lion,,
UA_111323,M,4.95 months,2001,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111325,M,9.7 months,2006,4,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111326,M,5.23 months,2005,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111327,M,4.95 months,2001,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111328,F,9.67 months,2006,4,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111331,M,5.18 months,2005,11,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_111333,F,11.35 months,2002,5,The Needle,60.11192,-147.601654,,,,,Sea Lion,,
UA_111334,M,11.12 months,2002,5,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111335,M,11.12 months,2002,5,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_111337,M,11.25 months,2002,5,The Needle,60.11192,-147.601654,,,,,Sea Lion,,
UA_111338,M,8.92 months,2001,3,Sea Otter Island,58.52265,-152.217827,,,,,Sea Lion,,
UA_111339,F,5.28 months,2002,11,Specific locality unknown,58.562202,-134.910806,,,,,Sea Lion,,
UA_111340,F,5.33 months,2002,11,Specific locality unknown,58.562202,-134.910806,,,,,Sea Lion,,
UA_111341,M,23.48 months,2002,5,Procession Rocks,60.006079,-148.285537,,,,,Sea Lion,,
UA_111347,U,0 months,2000,1,Procession Rocks,60.006079,-148.285537,,,,,Sea Lion,,
UA_111350,U,0 months,2000,1,Semisopochnoi Island,51.943307,-179.625207,,,,,Sea Lion,,
UA_111351,U,0 months,2000,1,Southwest Brothers Island,57.295176,-133.855464,,,,,Sea Lion,,
UA_111352,U,0 months,2000,1,Sunset Island,57.499544,-133.580185,,,,,Sea Lion,,
UA_111354,U,0 months,2000,1,Specific locality unknown,55.8757,-134.592711,,,,,Sea Lion,,
UA_111357,U,0 months,2000,1,Silak Island,51.8136,-176.243766,,,,,Sea Lion,,
UA_113877,M,adult,2009,12,"Broad Bay, Unalaska Bay",57.053039,-135.33,3200,total length,adult,,Sea Lion,,
UA_11470,M,adult,1974,7,,57.05,-170.4,,,adult,,Sea Lion,,
UA_11502,F,juvenile,1956,2,Kenai,60.55416667,-151.2588889,,,juvenile,,Sea Lion,,
UA_11504,F,first year,1974,7,,57.05,-170.4,,,first year,,Sea Lion,,
UA_11505,M,first year,1961,9,Southwest Cape,63.3075,-171.4716667,,,first year,,Sea Lion,,
UA_11510,M,,1965,7,Gambell,63.77972222,-171.7411111,,,,,Sea Lion,,
UA_115630,F,,2005,3,Cape Resurrection,59.871111,-149.2875,,,,,Sea Lion,,
UA_115665,F,,2008,10,Seal Rocks,58.42906,-150.56975,,,,,Sea Lion,,
UA_115804,U,,2011,8,Yakutat,59.54745,-139.728305,,,,,Sea Lion,,
UA_11636,F,adult,1971,4,ice edge NE of Pribilof Islands,57.08333333,-169.7916667,2438,total length,adult,,Sea Lion,,
UA_117586,M,neonate,2004,6,"Kasatochi Island, Atka Quad, Alaska USA",52.17,-175.5208333,952.5,total length,neonate,,Sea Lion,,
UA_130632,M,pup,2013,5,Chiswell Islands,59.643003,-149.572472,,,pup,,Sea Lion,,
UA_134693,F,juvenile,2011,6,Chiswell Island,59.642,-149.614,,,juvenile,,Sea Lion,,
UA_134699,F,neonate,2015,5,Natoa Island,59.640676,-149.608647,,,neonate,,Sea Lion,,
UA_137786,F,,2013,2,Sitka Sound,57.098,-135.487,2315,total length,,,Sea Lion,,
UA_1531,M,adult,1953,6,,57.25,-170.5,,,adult,,Sea Lion,,
UA_18552,F,,1978,4,,58.83333333,-152.0833333,2220,total length,,,Sea Lion,,
UA_24092,U,juvenile,1989,6,Duck Bay,58.1,-152.4666667,,,juvenile,,Sea Lion,,
UA_30426,M,,1995,2,,56.58333333,-169.5833333,,,,,Sea Lion,,
UA_30659,M,,1993,5,NE corner of Gravina Island,55.28333333,-131.6,3630,total length,,,Sea Lion,,
UA_31947,M,adult,1993,6,,57.16666667,-170.25,,,adult,,Sea Lion,,
UA_31949,M,,1994,10,,56.58333333,-169.5833333,,,,,Sea Lion,,
UA_31950,M,,1995,3,,56.58333333,-169.5833333,,,,,Sea Lion,,
UA_31951,M,adult,1993,5,,57.16666667,-170.25,,,adult,,Sea Lion,,
UA_31952,M,,1994,6,,57.16666667,-170.25,,,,,Sea Lion,,
UA_31953,M,,1995,6,,56.58333333,-169.5833333,,,,,Sea Lion,,
UA_31955,M,,1995,6,East Cliffs,56.58333333,-169.5833333,,,,,Sea Lion,,
UA_31958,U,,1995,5,,57.16666667,-170.25,,,,,Sea Lion,,
UA_31959,M,,1995,5,,57.16666667,-170.25,,,,,Sea Lion,,
UA_31962,M,,1995,6,,57.16666667,-170.25,,,,,Sea Lion,,
UA_31963,M,,1995,6,,57.16666667,-170.25,,,,,Sea Lion,,
UA_32732,M,,1994,5,,57.16666667,-170.25,,,,,Sea Lion,,
UA_33979,M,,1994,10,,57.16666667,-170.25,,,,,Sea Lion,,
UA_35426,M,,1994,12,,57.11666667,-170.2666667,,,,,Sea Lion,,
UA_4233,M,adult,1956,7,,59.91666667,-147.4166667,,,adult,,Sea Lion,,
UA_43368,F,,1996,4,Zapadni,56.58333333,-169.5833333,,,,,Sea Lion,,
UA_43370,M,,1996,5,E side,56.58333333,-169.5833333,,,,,Sea Lion,,
UA_47290,F,,1997,5,,57.11666667,-170.2666667,,,,,Sea Lion,,
UA_47291,M,,1997,5,,57.11666667,-170.2666667,,,,,Sea Lion,,
UA_47293,F,,1997,4,Dalnoi Point,56.6,-169.7666667,,,,,Sea Lion,,
UA_47295,M,,1996,1,specific locality not recorded,57.18164444,-170.2764761,,,,,Sea Lion,,
UA_47296,M,,1997,3,Dalnoi Point,56.6,-169.7666667,,,,,Sea Lion,,
UA_47297,M,,1997,5,,57.11666667,-170.2666667,,,,,Sea Lion,,
UA_47306,M,,1997,5,,57.11666667,-170.2666667,,,,,Sea Lion,,
UA_5011,U,,1958,3,,55.05,-162.3166667,,,,,Sea Lion,,
UA_50534,M,,1964,5,Sugarloaf Island,58.88333333,-152.0333333,,,,,Sea Lion,,
UA_50535,M,,1964,5,Sugarloaf Island,58.88861111,-152.0386111,,,,,Sea Lion,,
UA_50537,M,,1964,5,Sugarloaf Island,58.88861111,-152.0386111,,,,,Sea Lion,,
UA_50538,M,,1964,5,"Sugarloaf, Barren Islands (questionable)",58.88333333,-152.0333333,,,,,Sea Lion,,
UA_50540,M,,1964,5,Sugarloaf Island,58.88861111,-152.0386111,,,,,Sea Lion,,
UA_51656,M,,1997,4,specific locality unknown,54.13333333,-165.9166667,,,,,Sea Lion,,
UA_51674,M,,1997,2,,57.11666667,-170.2666667,,,,,Sea Lion,,
UA_52246,U,,1995,1,specific locality unknown,54.13333333,-165.9166667,,,,,Sea Lion,,
UA_53760,U,,1993,6,,60.26666667,-145.4166667,,,,,Sea Lion,,
UA_56073,M,,1999,5,Saint Paul Island,57.16666667,-170.25,,,,,Sea Lion,,
UA_56101,M,,1998,5,Sea Lion neck,57.23333333,-170.1,,,,,Sea Lion,,
UA_62410,U,,2000,3,Northeast Point,57.24722222,-170.0972222,,,,,Sea Lion,,
UA_62411,M,yearling,1999,10,Zapadni Reef,56.56666667,-169.65,,,yearling,,Sea Lion,,
UA_62414,M,juvenile,1999,10,Katoui,57.17925278,-170.266405,,,juvenile,,Sea Lion,,
UA_62417,U,,1999,10,Halfway Point,57.16666667,-170.25,,,,,Sea Lion,,
UA_62888,M,,2001,2,Glacier Island,60.86666667,-147.2,,,,,Sea Lion,,
UA_62889,M,,2001,2,Glacier Island,60.86666667,-147.2,,,,,Sea Lion,,
UA_62891,M,,2001,2,Glacier Island,60.86666667,-147.2,,,,,Sea Lion,,
UA_62892,F,,2001,2,Glacier Island,60.86666667,-147.2,,,,,Sea Lion,,
UA_62895,M,,2001,2,Glacier Island,60.86666667,-147.2,,,,,Sea Lion,,
UA_62896,M,,2001,2,Glacier Island,60.86666667,-147.2,,,,,Sea Lion,,
UA_62897,M,,2001,2,Glacier Island,60.86666667,-147.2,,,,,Sea Lion,,
UA_63042,U,,2001,8,S side of mouth of Main Bay,60.55,-148.0333333,,,,,Sea Lion,,
UA_63071,F,,1994,9,Point Steele,60.36666667,-146.1883333,2110,total length,,,Sea Lion,,
UA_63072,F,,1993,12,SE tip of  Island,58.41666667,-134.85,2410,total length,,,Sea Lion,,
UA_64001,F,adult,1987,5,specific locality unknown,51.88,-176.6580556,,,adult,,Sea Lion,,
UA_64105,F,adult,1880,1,North Beach,52.72416667,174.1188889,,,adult,,Sea Lion,,
UA_66469,M,,2000,10,Vostochnie East,57.24166667,-170.1083333,,,,,Sea Lion,,
UA_66470,M,1 years,2000,10,NE point Sea Lion neck,57.247,-170.097,,,,,Sea Lion,,
UA_66471,F,,2001,4,Saint George Island,56.6,-169.5416667,,,,,Sea Lion,,
UA_66472,M,,2001,3,Saint Paul Island,57.16666667,-170.25,,,,,Sea Lion,,
UA_70597,M,,1999,4,"Cannon Beach, Yakutat",59.48333333,-139.7166667,,,,,Sea Lion,,
UA_72009,M,,1998,10,,57.16666667,-170.25,,,,,Sea Lion,,
UA_72012,F,,1999,1,,56.58333333,-169.5833333,,,,,Sea Lion,,
UA_73070,M,Juvenile,1998,5,Northeast Point,57.24722222,-170.0972222,,,,,Sea Lion,,
UA_73071,U,,1998,10,specific locality not recorded,57.18164444,-170.2764761,,,,,Sea Lion,,
UA_79780,M,,1998,5,Kitovi,57.125,-170.2555556,,,,,Sea Lion,,
UA_79781,M,,1998,2,specific locality not recorded,57.18164444,-170.2764761,,,,,Sea Lion,,
UA_79783,F,,1998,2,specific locality not recorded,57.18164444,-170.2764761,,,,,Sea Lion,,
UA_79786,M,,1998,5,Polovina,57.1625,-170.175,,,,,Sea Lion,,
UA_79787,M,,1998,5,Kitovi,57.125,-170.2555556,,,,,Sea Lion,,
UA_79789,M,,1998,1,Dalnoi Point,56.6,-169.7666667,,,,,Sea Lion,,
UA_83270,U,adult,2009,6,Homer City Dock,59.60666667,-151.4316667,2032,total length,adult,,Sea Lion,,
UA_83389,N,,2000,1,specific locality unknown,57.16666667,-170.25,,,,,Sea Lion,,
UA_83391,M,,1999,5,Reef Point,57.10833333,-170.2916667,,,,,Sea Lion,,
UA_83393,M,,1999,11,specific locality unknown,57.16666667,-170.25,,,,,Sea Lion,,
UA_83394,M,,1999,11,specific locality unknown,57.16666667,-170.25,,,,,Sea Lion,,
UA_83508,M,,2001,4,Northeast Point,57.24722222,-170.0972222,,,,,Sea Lion,,
UA_83512,U,,2000,4,Saint Paul Island,57.16666667,-170.25,,,,,Sea Lion,,
UA_83620,M,,1998,5,specific locality unknown,56.583,-169.583,,,,,Sea Lion,,
UA_83804,U,,1999,1,,56.58333333,-169.5833333,,,,,Sea Lion,,
UA_85090,F,,2008,6,Clubbing Rocks,57.71159,-162.444682,,,,,Sea Lion,,
UA_85091,F,,2008,6,specific locality unknown,55.258278,-161.099606,,,,,Sea Lion,,
UA_85092,M,,2008,10,west side of Summers Bay,53.947025,-166.498708,2030,total length,,,Sea Lion,,
UA_85505,F,fetus,2004,3,SSL haulout,58.56229667,-134.9099028,760,total length,fetus,,Sea Lion,,
UA_85507,M,juvenile,2005,2,specific locality not specified,60.70604667,-147.9231678,,,juvenile,,Sea Lion,,
UA_85509,M,fetus,2004,3,SSL haulout,58.56229667,-134.9099028,726,total length,fetus,,Sea Lion,,
UA_87000,M,subadult,2006,1,3.6 miles W of Osviak River mouth,58.76373333,-161.30205,,,subadult,,Sea Lion,,
UA_87015,M,adult,2006,1,Hagemeister Strait,58.75238889,-160.8431667,3.4,total length,adult,,Sea Lion,,
UA_87368,U,fetus,2007,6,specific locality unknown,52.9025,172.9094444,1020,total length,fetus,,Sea Lion,,
UA_87479,F,,2007,6,specific locality unknown,55.775,-155.6583333,1020,total length,,,Sea Lion,,
UA_87483,M,,2007,6,specific locality unknown,55.775,-155.6583333,1120,total length,,,Sea Lion,,
UA_91755,M,juvenile,1999,1,Saint Paul Island,57.16666667,-170.25,920.75,total length,juvenile,,Sea Lion,,
UA_91759,U,fetus,1992,4,1 mi W Rifle Range Pt.,51.54222222,178.9833333,864,total length,fetus,,Sea Lion,,
UA_92552,M,,2000,10,specific locality unknown,60.88275,-147.2044328,,,,,Sea Lion,,
UA_92553,M,,2000,10,specific locality unknown,60.88275,-147.2044328,,,,,Sea Lion,,
UA_92555,M,,2000,10,specific locality unknown,60.88275,-147.2044328,,,,,Sea Lion,,
UA_97384,M,young of year,2003,8,specific locality not recorded,57.17994367,-170.2651938,,,young of year,,Sea Lion,,
UA_97391,M,,2001,11,Vostochni,57.18164444,-170.2764761,,,,,Sea Lion,,
UA_97393,M,juvenile,2001,9,NE point Sea Lion neck,57.247,-170.097,,,juvenile,,Sea Lion,,
UA_97395,M,,2002,4,Tatitlek,60.87070306,-146.6758353,1670,total length,,,Sea Lion,,
UA_97398,M,,2001,7,Nucheck I,60.34223222,-146.632835,,,,,Sea Lion,,
UA_97399,M,,2001,5,North Rookevy,56.57918889,-169.6003875,,,,,Sea Lion,,
UA_97403,M,juvenile,2004,6,White Sisters,57.633,-136.25,,,juvenile,,Sea Lion,,
UA_97407,M,,2003,7,inside mouth of main bay,60.595845,-146.8288,,,,,Sea Lion,,
UA_97408,M,juvenile,2001,10,Northeast Point,57.2500625,-170.1159069,,,juvenile,,Sea Lion,,
UA_97563,M,,1999,4,Cannon Beach,59.48333333,-139.7166667,,,,,Sea Lion,,
UA_97565,M,,1999,5,specific locality unknown,57.4,-170.2761111,,,,,Sea Lion,,
UA_97567,U,,1999,7,Anchorage,61.21805556,-149.9002778,,,,,Sea Lion,,
UA_97608,M,yearling,1999,5,specific locality not recorded,57.18164444,-170.2764761,,,yearling,,Sea Lion,,
UA_97610,M,neonate,2004,6,unknown,52.17258333,-175.5080833,950,total length,neonate,,Sea Lion,,
UA_97795,M,,1998,5,Gorbotch,57,-170,,,,,Sea Lion,,
UA_97880,M,,1975,7,Nanvak Bay,58.60888889,-161.7347222,,,,,Sea Lion,,
UA_99585,M,Young,2005,6,1.5 miles southwest Rocky Point,58.80251667,-160.7138333,,,,,Sea Lion,,
UA_99635,F,juvenile,2005,6,Graves Rock,58.24813333,-136.75575,,,juvenile,,Sea Lion,,
UA_99637,M,,2005,6,Seal Rocks,56.0731,-132.8341833,,,,,Sea Lion,,
UA_99638,M,,2005,7,Seal Rocks,56.0731,-132.8341833,,,,,Sea Lion,,
UA_99639,F,,2005,6,Seal Rocks,56.0731,-132.8341833,,,,,Sea Lion,,
UA_99640,F,,2005,7,Seal Rocks,56.0731,-132.8341833,,,,,Sea Lion,,
UA_99822,F,,2004,7,Off coast of Amchitka Island,51.54222222,-178.9833333,,,,,Sea Lion,,
UA_99823,M,,2004,6,Kasatochi Island,52.17138889,-175.5183333,,,,,Sea Lion,,
UA_mm:84,M,,2006,7,no specific locality recorded,58.549,-160.9555,,,,,Sea Lion,,
UA_100760,M,juvenile,2007,6,specific locality unknown,52.91046917,-169.1579792,980,total length,juvenile,,Sea Lion,,
UA_101118,F,juvenile,2003,6,Hazy-Grassy Island,56.58935222,-132.4243606,950,total length,juvenile,,Sea Lion,,
UA_101224,M,,2007,4,300 yards NE of Petersburg Fisheries Warehouse on Wrangell Narrows,56.81768333,-132.9549167,3200,total length,,,Sea Lion,,
UA_101227,M,juvenile,2000,9,Kupreanof Island,56.793,-133.497,1155,total length,juvenile,,Sea Lion,,
UA_110281,F,adult,2008,5,0.5 mile off of Thumb Point,60.004,-149.3466667,2410,total length,adult,,Sea Lion,,
UA_110294,F,fetus,2008,5,Grand Point,57.094033,-133.1801,898.5,total length,fetus,,Sea Lion,,
UA_110315,F,,2007,7,"4 miles north of Sitka, on small island",57.0795,-135.4124,2050,total length,,,Sea Lion,,
UA_110714,M,10.45 months,2000,4,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_110715,F,10.45 months,2000,4,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_110719,F,10.48 months,2000,4,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_110720,M,10.48 months,2000,4,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_110723,M,14.42 months,2000,8,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_110725,M,14.45 months,2000,8,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_110726,F,14.45 months,2000,8,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_110727,F,14.45 months,2000,8,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_110728,M,14.69 months,2000,8,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_110729,M,14.69 months,2000,8,Specific locality unknown,60.872982,-147.440615,,,,,Sea Lion,,
UA_110730,M,7.37 months,2005,1,Specific locality unknown,60.705702,-147.929582,,,,,Sea Lion,,
UA_110732,F,22.78 months,2000,4,Procession Rocks,60.006079,-148.285537,,,,,Sea Lion,,
UA_110733,M,15.11 months,2000,9,Sail Island,57.348114,-133.720939,,,,,Sea Lion,,
UA_110734,M,2.91 months,2000,9,Sail Island,57.348114,-133.720939,,,,,Sea Lion,,
UA_110735,F,15.11 months,2000,9,Sail Island,57.348114,-133.720939,,,,,Sea Lion,,
UA_110736,M,2.91 months,2000,9,Sail Island,57.348114,-133.720939,,,,,Sea Lion,,
UA_110738,F,27.35 months,2000,9,Sail Island,57.348114,-133.720939,,,,,Sea Lion,,
UA_110742,M,2.98 months,2000,9,Sail Island,57.348114,-133.720939,,,,,Sea Lion,,
UA_110748,M,2.42 months,2000,8,Seal Rocks,60.162505,-146.833314,,,,,Sea Lion,,
